 ID     SSSSSSSS.mmmuuun  CH  RISE  COUN  ENER  DURATION AMP A-FRQ    RMS ASL PCNTS THR R-FRQ I-FRQ SIG-STRNGTH  ABS-ENERGY FRQ-C P-FRQ
  1           59.3593735   3     0     1     0         0  35     0 0.0002  15     1  35     0  1000   0.000E+00   0.000E+00   619   185
  1           60.3312437   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   645   449
  1           61.6652622   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   6.100E+00  68.894E-03   583   146
  1           61.6793380   3     0     2     0         2  37  1000 0.0004  15     1  35  1000  1000  85.400E+00 557.110E-03   584   449
  1           63.0409147   3     0     2     0         2  37  1000 0.0002  14     1  35  1000  1000  94.550E+00 552.642E-03   595   463
  1           63.2763828   3     0     1     0         1  36  1000 0.0002  14     1  35     0  1000  51.850E+00 267.383E-03   640   449
  1           63.3056433   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   0.000E+00   0.000E+00   599   439
  1           63.3319387   3     0     1     0         3  36   333 0.0004  15     1  35     0  1000  85.400E+00 536.442E-03   544   146
  1           63.7633188   1     0     6     0        10  38   600 0.0002  10     2  35   444  2000 445.300E+00   2.590E+00   650   468
  1           64.0206993   3     0     1     0         0  35     0 0.0002  15     1  35     0  1000   0.000E+00   0.000E+00   596   449
  1           64.1051300   3     0     2     0         1  37  2000 0.0004  16     1  35  1000  1000  57.950E+00 347.822E-03   609   444
  1           64.1197515   3     0     1     0         1  35  1000 0.0004  16     1  35     0  1000  45.750E+00 218.226E-03   594   444
  1           66.6559370   3     0     1     0         0  35     0 0.0002  13     1  35     0  1000   0.000E+00   0.000E+00   629   454
  1           68.4523167   3     0     1     0         0  35     0 0.0004  16     1  35     0  1000   0.000E+00   0.000E+00   614   151
  1           70.0693290   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000  15.250E+00 167.021E-03   566   185
  1           70.0833315   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   0.000E+00   0.000E+00   611   449
  1           70.1236470   3     0     1     0         0  37     0 0.0004  16     1  35     0  1000  18.300E+00 273.155E-03   560   444
  1           70.1720985   3     0     1     0         0  35     0 0.0004  16     1  35     0  1000   0.000E+00   0.000E+00   627   454
  1           70.1791233   3     0     1     0         1  36  1000 0.0004  16     1  35     0  1000  57.950E+00 346.146E-03   595   454
  1           70.6012360   1     4     4     0        18  41   222 0.0002  10     3  35    76   750 661.850E+00   4.433E+00   607   444
  1           72.0865007   3     0     1     0         0  35     0 0.0002  13     1  35     0  1000   0.000E+00   0.000E+00   609   185
  1           72.5342800   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   627   454
  1           72.8556633   3     0     1     0         1  36  1000 0.0002  14     1  35     0  1000  51.850E+00 306.113E-03   569   185
  1           73.1671953   3     0     1     0         3  36   333 0.0002  14     1  35     0  1000 103.700E+00 585.040E-03   576   454
  1           73.2429293   3     0     2     0         6  40   333 0.0002  14     1  35   200  1000 216.550E+00   1.243E+00   591   454
  1           73.2755555   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   0.000E+00   0.000E+00   584   141
  1           73.3193012   3     0     1     0         0  35     0 0.0004  16     1  35     0  1000   0.000E+00   0.000E+00   596   449
  1           73.4515292   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   653   449
  1           73.4543783   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   600   454
  1           73.4671450   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   6.100E+00 105.017E-03   635   463
  1           74.7238695   3     0     1     0         0  35     0 0.0002  13     1  35     0  1000   0.000E+00   0.000E+00   605   185
  1           76.0019720   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   593   429
  1           76.0806408   1     0     2     0         2  36  1000 0.0002  11     1  35  1000  1000 100.650E+00 529.180E-03   651   444
  1           76.2328100   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   625   454
  1           76.2582577   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000  12.200E+00 192.717E-03   569   449
  1           76.2626250   3     0     1     0         3  38   333 0.0004  15     1  35     0  1000 115.900E+00 789.302E-03   547   449
  1           76.3365917   3     0     1     0         0  35     0 0.0004  16     1  35     0  1000   6.100E+00  76.342E-03   598   449
  1           76.3426463   3     0     1     0         0  35     0 0.0004  17     1  35     0  1000   6.100E+00  65.356E-03   613   439
  1           76.3467488   3     0     1     0         0  35     0 0.0004  17     1  35     0  1000   0.000E+00   0.000E+00   584   449
  1           76.3696513   3     0     1     0         3  37   333 0.0004  17     1  35     0  1000 100.650E+00 595.095E-03   544   141
  1           76.4595647   3     0     1     0         0  35     0 0.0004  17     1  35     0  1000   0.000E+00   0.000E+00   586   444
  1           76.4765970   3     0     1     0         0  35     0 0.0004  17     1  35     0  1000   0.000E+00   0.000E+00   585   449
  1           76.4801853   3     0     1     0         1  37  1000 0.0004  18     1  35     0  1000  54.900E+00 362.718E-03   574   458
  1           76.8602688   1     1    13     0        26  46   500 0.0002  10     1  35   500  1000   1.925E+03  20.551E+00   580   468
  1           76.8983803   3     0     1     0         1  36  1000 0.0002  14     1  35     0  1000  51.850E+00 297.920E-03   603   449
  1           78.6192205   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   0.000E+00   0.000E+00   610   439
  1           78.7835017   1     0    12     0       202  42    59 0.0002  10     1  35    54  1000   1.641E+03   9.128E+00   614   468
  1           78.9939052   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   6.100E+00  78.204E-03   546   161
  1           78.9977792   3     0     1     0         0  35     0 0.0002  14     1  35     0  1000   3.050E+00  70.756E-03   563   444
  1           79.0008995   3     0     1     0         0  35     0 0.0004  15     1  35     0  1000   6.100E+00  94.217E-03   577   444
  1           79.0041358   3     0     1     0         1  37  1000 0.0004  15     1  35     0  1000  61.000E+00 481.699E-03   559   449
